切	母	呼	紐	韻	聲	調	組	音	等	水	攝	轉	尾	舒	仄	Unnamed: 3	ini	niu	rime	tone	coda
書侵去	書母			侵韻	去聲	齒	章	全清	三	侵	深	内	ㄇ尾	1	1		x		i	̃	m
書侵平	書母			侵韻	平聲	齒	章	全清	三	侵	深	内	ㄇ尾	1	0		x		i		m
並幽平	並母			幽韻	平聲	唇	幫	全濁	三	尤	流	内	ㄡ尾	1	0		b		iu		
清開仙上	清母	開		仙韻	上聲	齒	精	次清	三	先	山	外	ㄣ尾	1	1		ch		e	̇	n
溪合先入	溪母	合		先韻	入聲	牙	見	次清	四	先	山	外	ㄣ尾	0	1		kh		e		n
見合A脂上	見母	合	A紐	脂韻	上聲	牙	見	全清	三	支	止	内	ㄟ尾	1	1		k	y	i	̇	
徹侵入	徹母			侵韻	入聲	舌	知	次清	三	侵	深	内	ㄇ尾	0	1		th		i		m
並魂平	並母			魂韻	平聲	唇	幫	全濁	一	元	臻	外	ㄣ尾	1	0		b		o		n
精開仙平	精母	開		仙韻	平聲	齒	精	全清	三	先	山	外	ㄣ尾	1	0		c		e		n
見合青入	見母	合		青韻	入聲	牙	見	全清	四	青	梗	外	ㄥ尾	0	1		k		e		ng
端冬上	端母			冬韻	上聲	舌	端	全清	一	冬	通	内	ㄥ尾	1	1		t		ou	̇	ng
透開唐平	透母	開		唐韻	平聲	舌	端	次清	一	陽	宕	内	ㄥ尾	1	0		th		a		ng
曉合二庚入	曉母	合		二庚韻	入聲	喉	影	全清	二	庚	梗	外	ㄥ尾	0	1		h		a		ng
匣合山平	匣母	合		山韻	平聲	喉	影	全濁	二	刪	山	外	ㄣ尾	1	0		g		e		n
來添上	來母			添韻	上聲	舌		次濁	四	鹽	咸	外	ㄇ尾	1	1		l		e	̇	m
來添平	來母			添韻	平聲	舌		次濁	四	鹽	咸	外	ㄇ尾	1	0		l		e		m
來魂去	來母			魂韻	去聲	舌		次濁	一	元	臻	外	ㄣ尾	1	1		l		o	̃	n
生尤上	生母			尤韻	上聲	齒	莊	全清	三	尤	流	内	ㄡ尾	1	1		s		u	̇	
透開先去	透母	開		先韻	去聲	舌	端	次清	四	先	山	外	ㄣ尾	1	1		th		e	̃	n
澄開脂上	澄母	開		脂韻	上聲	舌	知	全濁	三	支	止	内	ㄟ尾	1	1		d		i	̇	
生侵去	生母			侵韻	去聲	齒	莊	全清	三	侵	深	内	ㄇ尾	1	1		s		i	̃	m
從豪去	從母			豪韻	去聲	齒	精	全濁	一	豪	效	外	ㄡ尾	1	1		z		a	̃	
俟之平	俟母			之韻	平聲	齒	莊	全濁	三	支	止	内	ㄟ尾	1	0		zs		y		
崇江去	崇母			江韻	去聲	齒	莊	全濁	二	江	江	外	ㄥ尾	1	1		z		o	̃	ng
以合清上	以母	合		清韻	上聲	喉		次濁	三	庚	梗	外	ㄥ尾	1	1		y		e	̇	ng
滂A祭去	滂母		A紐	祭韻	去聲	唇	幫	次清	三	齊	蟹	外	ㄟ尾	1	1		ph	y	e	̃	
從鹽去	從母			鹽韻	去聲	齒	精	全濁	三	鹽	咸	外	ㄇ尾	1	1		z		e	̃	m
以侵上	以母			侵韻	上聲	喉		次濁	三	侵	深	内	ㄇ尾	1	1		y		i	̇	m
生開刪上	生母	開		刪韻	上聲	齒	莊	全清	二	刪	山	外	ㄣ尾	1	1		s		a	̇	n
疑蕭去	疑母			蕭韻	去聲	牙	見	次濁	四	蕭	效	外	ㄡ尾	1	1		ng		e	̃	
影合青上	影母	合		青韻	上聲	喉	影	全清	四	青	梗	外	ㄥ尾	1	1		v		e	̇	ng
崇臻上	崇母			臻韻	上聲	齒	莊	全濁	三	真	臻	外	ㄣ尾	1	1		z		i	̇	n
從開眞上	從母	開		眞韻	上聲	齒	精	全濁	三	真	臻	外	ㄣ尾	1	1		z		i	̇	n
泥合寒平	泥母	合		寒韻	平聲	舌	端	次濁	一	寒	山	外	ㄣ尾	1	0		n		a		n
清合脂去	清母	合		脂韻	去聲	齒	精	次清	三	支	止	内	ㄟ尾	1	1		ch		i	̃	
來冬入	來母			冬韻	入聲	舌		次濁	一	冬	通	内	ㄥ尾	0	1		l		ou		ng
影合青去	影母	合		青韻	去聲	喉	影	全清	四	青	梗	外	ㄥ尾	1	1		v		e	̃	ng
昌侵上	昌母			侵韻	上聲	齒	章	次清	三	侵	深	内	ㄇ尾	1	1		th		i	̇	m
以三東平	以母			三東韻	平聲	喉		次濁	三	東	通	内	ㄥ尾	1	0		y		uo		ng
定灰上	定母			灰韻	上聲	舌	端	全濁	一	灰	蟹	外	ㄟ尾	1	1		d		uoi	̇	
影開二庚去	影母	開		二庚韻	去聲	喉	影	全清	二	庚	梗	外	ㄥ尾	1	1		v		a	̃	ng
昌開蒸入	昌母	開		蒸韻	入聲	齒	章	次清	三	蒸	曾	内	ㄥ尾	0	1		th		y		ng
來開寒去	來母	開		寒韻	去聲	舌		次濁	一	寒	山	外	ㄣ尾	1	1		l		a	̃	n
生開二麻上	生母	開		二麻韻	上聲	齒	莊	全清	二	麻	假	外		1	1		s		a	̇	
生開佳上	生母	開		佳韻	上聲	齒	莊	全清	二	佳	蟹	外	ㄟ尾	1	1		s		e	̇	
以鹽去	以母			鹽韻	去聲	喉		次濁	三	鹽	咸	外	ㄇ尾	1	1		y		e	̃	m
精豪去	精母			豪韻	去聲	齒	精	全清	一	豪	效	外	ㄡ尾	1	1		c		a	̃	
云鹽平	云母			鹽韻	平聲	喉	影	次濁	三	鹽	咸	外	ㄇ尾	1	0		w		e		m
定魂去	定母			魂韻	去聲	舌	端	全濁	一	元	臻	外	ㄣ尾	1	1		d		o	̃	n
透冬平	透母			冬韻	平聲	舌	端	次清	一	冬	通	内	ㄥ尾	1	0		th		ou		ng
曉B幽平	曉母		B紐	幽韻	平聲	喉	影	全清	三	尤	流	内	ㄡ尾	1	0		h	l	iu		
影合齊平	影母	合		齊韻	平聲	喉	影	全清	四	齊	蟹	外	ㄟ尾	1	0		v		e		
章開蒸去	章母	開		蒸韻	去聲	齒	章	全清	三	蒸	曾	内	ㄥ尾	1	1		t		y	̃	ng
曉開A支平	曉母	開	A紐	支韻	平聲	喉	影	全清	三	支	止	内	ㄟ尾	1	0		h	y	e		
影開B仙入	影母	開	B紐	仙韻	入聲	喉	影	全清	三	先	山	外	ㄣ尾	0	1		v	l	e		n
影開元平	影母	開		元韻	平聲	喉	影	全清	三	元	山	外	ㄣ尾	1	0		v		a		n
清合眞入	清母	合		眞韻	入聲	齒	精	次清	三	真	臻	外	ㄣ尾	0	1		ch		i		n
日尤去	日母			尤韻	去聲	齒	章	次濁	三	尤	流	内	ㄡ尾	1	1		n		u	̃	
幫豪平	幫母			豪韻	平聲	唇	幫	全清	一	豪	效	外	ㄡ尾	1	0		p		a		
云三東平	云母			三東韻	平聲	喉	影	次濁	三	東	通	内	ㄥ尾	1	0		w		uo		ng
日開仙入	日母	開		仙韻	入聲	齒	章	次濁	三	先	山	外	ㄣ尾	0	1		n		e		n
昌開仙平	昌母	開		仙韻	平聲	齒	章	次清	三	先	山	外	ㄣ尾	1	0		th		e		n
來宵平	來母			宵韻	平聲	舌		次濁	三	蕭	效	外	ㄡ尾	1	0		l		e		
書宵平	書母			宵韻	平聲	齒	章	全清	三	蕭	效	外	ㄡ尾	1	0		x		e		
曉合B脂去	曉母	合	B紐	脂韻	去聲	喉	影	全清	三	支	止	内	ㄟ尾	1	1		h	l	i	̃	
曉文去	曉母			文韻	去聲	喉	影	全清	三	文	臻	外	ㄣ尾	1	1		h		u	̃	n
云合支去	云母	合		支韻	去聲	喉	影	次濁	三	支	止	内	ㄟ尾	1	1		w		e	̃	
並一歌上	並母			一歌韻	上聲	唇	幫	全濁	一	歌	果	内		1	1		b		a	̇	
端開三麻平	端母	開		三麻韻	平聲	舌	端	全清	三	麻	假	外		1	0		t		a		
並山平	並母			山韻	平聲	唇	幫	全濁	二	刪	山	外	ㄣ尾	1	0		b		e		n
徹開二庚去	徹母	開		二庚韻	去聲	舌	知	次清	二	庚	梗	外	ㄥ尾	1	1		th		a	̃	ng
疑尤平	疑母			尤韻	平聲	牙	見	次濁	三	尤	流	内	ㄡ尾	1	0		ng		u		
並A眞上	並母		A紐	眞韻	上聲	唇	幫	全濁	三	真	臻	外	ㄣ尾	1	1		b	y	i	̇	n
並A脂上	並母		A紐	脂韻	上聲	唇	幫	全濁	三	支	止	内	ㄟ尾	1	1		b	y	i	̇	
精開先去	精母	開		先韻	去聲	齒	精	全清	四	先	山	外	ㄣ尾	1	1		c		e	̃	n
日合眞平	日母	合		眞韻	平聲	齒	章	次濁	三	真	臻	外	ㄣ尾	1	0		n		i		n
初虞平	初母			虞韻	平聲	齒	莊	次清	三	虞	遇	内	ㄡ尾	1	0		ch		uo		
見開夬去	見母	開		夬韻	去聲	牙	見	全清	二	佳	蟹	外	ㄟ尾	1	1		k		ai	̃	
滂A宵上	滂母		A紐	宵韻	上聲	唇	幫	次清	三	蕭	效	外	ㄡ尾	1	1		ph	y	e	̇	
幫冬入	幫母			冬韻	入聲	唇	幫	全清	一	冬	通	内	ㄥ尾	0	1		p		ou		ng
疑合微去	疑母	合		微韻	去聲	牙	見	次濁	三	微	止	内	ㄟ尾	1	1		ng		ui	̃	
溪合先上	溪母	合		先韻	上聲	牙	見	次清	四	先	山	外	ㄣ尾	1	1		kh		e	̇	n
並凡上	並母			凡韻	上聲	唇	幫	全濁	三	咸	咸	外	ㄇ尾	1	1		b		uam	̇	m
疑開寒平	疑母	開		寒韻	平聲	牙	見	次濁	一	寒	山	外	ㄣ尾	1	0		ng		a		n
崇開陽去	崇母	開		陽韻	去聲	齒	莊	全濁	三	陽	宕	内	ㄥ尾	1	1		z		a	̃	ng
羣合陽去	羣母	合		陽韻	去聲	牙	見	全濁	三	陽	宕	内	ㄥ尾	1	1		g		a	̃	ng
孃尤去	孃母			尤韻	去聲	舌	知	次濁	三	尤	流	内	ㄡ尾	1	1		n		u	̃	
疑開B脂平	疑母	開	B紐	脂韻	平聲	牙	見	次濁	三	支	止	内	ㄟ尾	1	0		ng	l	i		
溪開陽平	溪母	開		陽韻	平聲	牙	見	次清	三	陽	宕	内	ㄥ尾	1	0		kh		a		ng
徹合仙去	徹母	合		仙韻	去聲	舌	知	次清	三	先	山	外	ㄣ尾	1	1		th		e	̃	n
疑鍾入	疑母			鍾韻	入聲	牙	見	次濁	三	冬	通	内	ㄥ尾	0	1		ng		u		ng
見合陽上	見母	合		陽韻	上聲	牙	見	全清	三	陽	宕	内	ㄥ尾	1	1		k		a	̇	ng
徹開刪入	徹母	開		刪韻	入聲	舌	知	次清	二	刪	山	外	ㄣ尾	0	1		th		a		n
見痕去	見母			痕韻	去聲	牙	見	全清	一	元	臻	外	ㄣ尾	1	1		k		v	̃	n
羣文去	羣母			文韻	去聲	牙	見	全濁	三	文	臻	外	ㄣ尾	1	1		g		u	̃	n
莊開山上	莊母	開		山韻	上聲	齒	莊	全清	二	刪	山	外	ㄣ尾	1	1		c		e	̇	n
澄開二庚上	澄母	開		二庚韻	上聲	舌	知	全濁	二	庚	梗	外	ㄥ尾	1	1		d		a	̇	ng
生臻入	生母			臻韻	入聲	齒	莊	全清	三	真	臻	外	ㄣ尾	0	1		s		i		n
羣幽平	羣母			幽韻	平聲	牙	見	全濁	三	尤	流	内	ㄡ尾	1	0		g		iu		
幫清入	幫母			清韻	入聲	唇	幫	全清	三	庚	梗	外	ㄥ尾	0	1		p		e		ng
疑合唐入	疑母	合		唐韻	入聲	牙	見	次濁	一	陽	宕	内	ㄥ尾	0	1		ng		a		ng
並山去	並母			山韻	去聲	唇	幫	全濁	二	刪	山	外	ㄣ尾	1	1		b		e	̃	n
疑合二麻去	疑母	合		二麻韻	去聲	牙	見	次濁	二	麻	假	外		1	1		ng		a	̃	
影一東去	影母			一東韻	去聲	喉	影	全清	一	東	通	内	ㄥ尾	1	1		v		o	̃	ng
徹開脂平	徹母	開		脂韻	平聲	舌	知	次清	三	支	止	内	ㄟ尾	1	0		th		i		
澄合支平	澄母	合		支韻	平聲	舌	知	全濁	三	支	止	内	ㄟ尾	1	0		d		e		
見開A仙平	見母	開	A紐	仙韻	平聲	牙	見	全清	三	先	山	外	ㄣ尾	1	0		k	y	e		n
並二庚去	並母			二庚韻	去聲	唇	幫	全濁	二	庚	梗	外	ㄥ尾	1	1		b		a	̃	ng
常侵上	常母			侵韻	上聲	齒	章	全濁	三	侵	深	内	ㄇ尾	1	1		d		i	̇	m
生開三庚去	生母	開		三庚韻	去聲	齒	莊	全清	三	庚	梗	外	ㄥ尾	1	1		s		a	̃	ng
日合支上	日母	合		支韻	上聲	齒	章	次濁	三	支	止	内	ㄟ尾	1	1		n		e	̇	
日合脂上	日母	合		脂韻	上聲	齒	章	次濁	三	支	止	内	ㄟ尾	1	1		n		i	̇	
以鍾去	以母			鍾韻	去聲	喉		次濁	三	冬	通	内	ㄥ尾	1	1		y		u	̃	ng
幫元去	幫母			元韻	去聲	唇	幫	全清	三	元	山	外	ㄣ尾	1	1		p		a	̃	n
徹開眞去	徹母	開		眞韻	去聲	舌	知	次清	三	真	臻	外	ㄣ尾	1	1		th		i	̃	n
並肴去	並母			肴韻	去聲	唇	幫	全濁	二	肴	效	外	ㄡ尾	1	1		b		a	̃	
書鹽平	書母			鹽韻	平聲	齒	章	全清	三	鹽	咸	外	ㄇ尾	1	0		x		e		m
孃開山入	孃母	開		山韻	入聲	舌	知	次濁	二	刪	山	外	ㄣ尾	0	1		n		e		n
昌開脂去	昌母	開		脂韻	去聲	齒	章	次清	三	支	止	内	ㄟ尾	1	1		th		i	̃	
透一東去	透母			一東韻	去聲	舌	端	次清	一	東	通	内	ㄥ尾	1	1		th		o	̃	ng
疑開陽入	疑母	開		陽韻	入聲	牙	見	次濁	三	陽	宕	内	ㄥ尾	0	1		ng		a		ng
精鍾去	精母			鍾韻	去聲	齒	精	全清	三	冬	通	内	ㄥ尾	1	1		c		u	̃	ng
莊開皆去	莊母	開		皆韻	去聲	齒	莊	全清	二	佳	蟹	外	ㄟ尾	1	1		c		ei	̃	
羣合三歌平	羣母	合		三歌韻	平聲	牙	見	全濁	三	歌	果	内		1	0		g		a		
羣欣上	羣母			欣韻	上聲	牙	見	全濁	三	文	臻	外	ㄣ尾	1	1		g		y	̇	n
泥一東去	泥母			一東韻	去聲	舌	端	次濁	一	東	通	内	ㄥ尾	1	1		n		o	̃	ng
幫B侵入	幫母		B紐	侵韻	入聲	唇	幫	全清	三	侵	深	内	ㄇ尾	0	1		p	l	i		m
曉開陽平	曉母	開		陽韻	平聲	喉	影	全清	三	陽	宕	内	ㄥ尾	1	0		h		a		ng
滂耕上	滂母			耕韻	上聲	唇	幫	次清	二	庚	梗	外	ㄥ尾	1	1		ph		e	̇	ng
明三庚上	明母			三庚韻	上聲	唇	幫	次濁	三	庚	梗	外	ㄥ尾	1	1		m		a	̇	ng
影開唐去	影母	開		唐韻	去聲	喉	影	全清	一	陽	宕	内	ㄥ尾	1	1		v		a	̃	ng
知開二庚上	知母	開		二庚韻	上聲	舌	知	全清	二	庚	梗	外	ㄥ尾	1	1		t		a	̇	ng
心開陽去	心母	開		陽韻	去聲	齒	精	全清	三	陽	宕	内	ㄥ尾	1	1		s		a	̃	ng
滂山去	滂母			山韻	去聲	唇	幫	次清	二	刪	山	外	ㄣ尾	1	1		ph		e	̃	n
滂刪上	滂母			刪韻	上聲	唇	幫	次清	二	刪	山	外	ㄣ尾	1	1		ph		a	̇	n
常開脂上	常母	開		脂韻	上聲	齒	章	全濁	三	支	止	内	ㄟ尾	1	1		d		i	̇	
船開脂去	船母	開		脂韻	去聲	齒	章	全濁	三	支	止	内	ㄟ尾	1	1		j		i	̃	
心合支平	心母	合		支韻	平聲	齒	精	全清	三	支	止	内	ㄟ尾	1	0		s		e		
疑開山上	疑母	開		山韻	上聲	牙	見	次濁	二	刪	山	外	ㄣ尾	1	1		ng		e	̇	n
章三東去	章母			三東韻	去聲	齒	章	全清	三	東	通	内	ㄥ尾	1	1		t		uo	̃	ng
澄開陽入	澄母	開		陽韻	入聲	舌	知	全濁	三	陽	宕	内	ㄥ尾	0	1		d		a		ng
疑開佳去	疑母	開		佳韻	去聲	牙	見	次濁	二	佳	蟹	外	ㄟ尾	1	1		ng		e	̃	
清開清上	清母	開		清韻	上聲	齒	精	次清	三	庚	梗	外	ㄥ尾	1	1		ch		e	̇	ng
心合脂去	心母	合		脂韻	去聲	齒	精	全清	三	支	止	内	ㄟ尾	1	1		s		i	̃	
端冬入	端母			冬韻	入聲	舌	端	全清	一	冬	通	内	ㄥ尾	0	1		t		ou		ng
心開青去	心母	開		青韻	去聲	齒	精	全清	四	青	梗	外	ㄥ尾	1	1		s		e	̃	ng
曉合齊平	曉母	合		齊韻	平聲	喉	影	全清	四	齊	蟹	外	ㄟ尾	1	0		h		e		
曉合清入	曉母	合		清韻	入聲	喉	影	全清	三	庚	梗	外	ㄥ尾	0	1		h		e		ng
初尤上	初母			尤韻	上聲	齒	莊	次清	三	尤	流	内	ㄡ尾	1	1		ch		u	̇	
見合A支去	見母	合	A紐	支韻	去聲	牙	見	全清	三	支	止	内	ㄟ尾	1	1		k	y	e	̃	
澄開蒸去	澄母	開		蒸韻	去聲	舌	知	全濁	三	蒸	曾	内	ㄥ尾	1	1		d		y	̃	ng
見合微去	見母	合		微韻	去聲	牙	見	全清	三	微	止	内	ㄟ尾	1	1		k		ui	̃	
明刪上	明母			刪韻	上聲	唇	幫	次濁	二	刪	山	外	ㄣ尾	1	1		m		a	̇	n
云之上	云母			之韻	上聲	喉	影	次濁	三	支	止	内	ㄟ尾	1	1		w		y	̇	
匣開刪入	匣母	開		刪韻	入聲	喉	影	全濁	二	刪	山	外	ㄣ尾	0	1		g		a		n
滂B眞平	滂母		B紐	眞韻	平聲	唇	幫	次清	三	真	臻	外	ㄣ尾	1	0		ph	l	i		n
疑開先去	疑母	開		先韻	去聲	牙	見	次濁	四	先	山	外	ㄣ尾	1	1		ng		e	̃	n
疑三東入	疑母			三東韻	入聲	牙	見	次濁	三	東	通	内	ㄥ尾	0	1		ng		uo		ng
幫B鹽去	幫母		B紐	鹽韻	去聲	唇	幫	全清	三	鹽	咸	外	ㄇ尾	1	1		p	l	e	̃	m
幫B鹽平	幫母		B紐	鹽韻	平聲	唇	幫	全清	三	鹽	咸	外	ㄇ尾	1	0		p	l	e		m
滂蒸平	滂母			蒸韻	平聲	唇	幫	次清	三	蒸	曾	内	ㄥ尾	1	0		ph		y		ng
來開耕入	來母	開		耕韻	入聲	舌		次濁	二	庚	梗	外	ㄥ尾	0	1		l		e		ng
滂一歌去	滂母			一歌韻	去聲	唇	幫	次清	一	歌	果	内		1	1		ph		a	̃	
昌開仙去	昌母	開		仙韻	去聲	齒	章	次清	三	先	山	外	ㄣ尾	1	1		th		e	̃	n
來合唐入	來母	合		唐韻	入聲	舌		次濁	一	陽	宕	内	ㄥ尾	0	1		l		a		ng
昌開三麻平	昌母	開		三麻韻	平聲	齒	章	次清	三	麻	假	外		1	0		th		a		
疑開耕去	疑母	開		耕韻	去聲	牙	見	次濁	二	庚	梗	外	ㄥ尾	1	1		ng		e	̃	ng
溪開B蒸平	溪母	開	B紐	蒸韻	平聲	牙	見	次清	三	蒸	曾	内	ㄥ尾	1	0		kh	l	y		ng
幫三庚入	幫母			三庚韻	入聲	唇	幫	全清	三	庚	梗	外	ㄥ尾	0	1		p		a		ng
孃開仙去	孃母	開		仙韻	去聲	舌	知	次濁	三	先	山	外	ㄣ尾	1	1		n		e	̃	n
清開一歌去	清母	開		一歌韻	去聲	齒	精	次清	一	歌	果	内		1	1		ch		a	̃	
疑灰去	疑母			灰韻	去聲	牙	見	次濁	一	灰	蟹	外	ㄟ尾	1	1		ng		uoi	̃	
疑肴平	疑母			肴韻	平聲	牙	見	次濁	二	肴	效	外	ㄡ尾	1	0		ng		a		
崇開蒸平	崇母	開		蒸韻	平聲	齒	莊	全濁	三	蒸	曾	内	ㄥ尾	1	0		z		y		ng
曉開先平	曉母	開		先韻	平聲	喉	影	全清	四	先	山	外	ㄣ尾	1	0		h		e		n
端合泰去	端母	合		泰韻	去聲	舌	端	全清	一	齊	蟹	外	ㄟ尾	1	1		t		a	̃	
心合寒去	心母	合		寒韻	去聲	齒	精	全清	一	寒	山	外	ㄣ尾	1	1		s		a	̃	n
從模去	從母			模韻	去聲	齒	精	全濁	一	虞	遇	内	ㄡ尾	1	1		z		o	̃	
並A宵去	並母		A紐	宵韻	去聲	唇	幫	全濁	三	蕭	效	外	ㄡ尾	1	1		b	y	e	̃	
精模平	精母			模韻	平聲	齒	精	全清	一	虞	遇	内	ㄡ尾	1	0		c		o		
昌開蒸去	昌母	開		蒸韻	去聲	齒	章	次清	三	蒸	曾	内	ㄥ尾	1	1		th		y	̃	ng
常魚平	常母			魚韻	平聲	齒	章	全濁	三	魚	遇	内	ㄡ尾	1	0		d		io		
知開蒸入	知母	開		蒸韻	入聲	舌	知	全清	三	蒸	曾	内	ㄥ尾	0	1		t		y		ng
幫B侵上	幫母		B紐	侵韻	上聲	唇	幫	全清	三	侵	深	内	ㄇ尾	1	1		p	l	i	̇	m
來添去	來母			添韻	去聲	舌		次濁	四	鹽	咸	外	ㄇ尾	1	1		l		e	̃	m
澄合山平	澄母	合		山韻	平聲	舌	知	全濁	二	刪	山	外	ㄣ尾	1	0		d		e		n
來肴平	來母			肴韻	平聲	舌		次濁	二	肴	效	外	ㄡ尾	1	0		l		a		
知合刪入	知母	合		刪韻	入聲	舌	知	全清	二	刪	山	外	ㄣ尾	0	1		t		a		n
羣三東平	羣母			三東韻	平聲	牙	見	全濁	三	東	通	内	ㄥ尾	1	0		g		uo		ng
羣虞上	羣母			虞韻	上聲	牙	見	全濁	三	虞	遇	内	ㄡ尾	1	1		g		uo	̇	
溪合A支平	溪母	合	A紐	支韻	平聲	牙	見	次清	三	支	止	内	ㄟ尾	1	0		kh	y	e		
溪虞上	溪母			虞韻	上聲	牙	見	次清	三	虞	遇	内	ㄡ尾	1	1		kh		uo	̇	
知咸去	知母			咸韻	去聲	舌	知	全清	二	咸	咸	外	ㄇ尾	1	1		t		e	̃	m
疑開B支去	疑母	開	B紐	支韻	去聲	牙	見	次濁	三	支	止	内	ㄟ尾	1	1		ng	l	e	̃	
知三東入	知母			三東韻	入聲	舌	知	全清	三	東	通	内	ㄥ尾	0	1		t		uo		ng
清開眞上	清母	開		眞韻	上聲	齒	精	次清	三	真	臻	外	ㄣ尾	1	1		ch		i	̇	n
泥談入	泥母			談韻	入聲	舌	端	次濁	一	覃	咸	外	ㄇ尾	0	1		n		a		m
定開佳上	定母	開		佳韻	上聲	舌	端	全濁	二	佳	蟹	外	ㄟ尾	1	1		d		e	̇	
心開青上	心母	開		青韻	上聲	齒	精	全清	四	青	梗	外	ㄥ尾	1	1		s		e	̇	ng
知魚去	知母			魚韻	去聲	舌	知	全清	三	魚	遇	内	ㄡ尾	1	1		t		io	̃	
初合刪去	初母	合		刪韻	去聲	齒	莊	次清	二	刪	山	外	ㄣ尾	1	1		ch		a	̃	n
並模上	並母			模韻	上聲	唇	幫	全濁	一	虞	遇	内	ㄡ尾	1	1		b		o	̇	
幫元平	幫母			元韻	平聲	唇	幫	全清	三	元	山	外	ㄣ尾	1	0		p		a		n
來鍾平	來母			鍾韻	平聲	舌		次濁	三	冬	通	内	ㄥ尾	1	0		l		u		ng
匣開山去	匣母	開		山韻	去聲	喉	影	全濁	二	刪	山	外	ㄣ尾	1	1		g		e	̃	n
精開清去	精母	開		清韻	去聲	齒	精	全清	三	庚	梗	外	ㄥ尾	1	1		c		e	̃	ng
溪尤上	溪母			尤韻	上聲	牙	見	次清	三	尤	流	内	ㄡ尾	1	1		kh		u	̇	
滂耕入	滂母			耕韻	入聲	唇	幫	次清	二	庚	梗	外	ㄥ尾	0	1		ph		e		ng
影A宵去	影母		A紐	宵韻	去聲	喉	影	全清	三	蕭	效	外	ㄡ尾	1	1		v	y	e	̃	
孃開眞平	孃母	開		眞韻	平聲	舌	知	次濁	三	真	臻	外	ㄣ尾	1	0		n		i		n
昌之上	昌母			之韻	上聲	齒	章	次清	三	支	止	内	ㄟ尾	1	1		th		y	̇	
來合支去	來母	合		支韻	去聲	舌		次濁	三	支	止	内	ㄟ尾	1	1		l		e	̃	
匣開二庚去	匣母	開		二庚韻	去聲	喉	影	全濁	二	庚	梗	外	ㄥ尾	1	1		g		a	̃	ng
從合仙入	從母	合		仙韻	入聲	齒	精	全濁	三	先	山	外	ㄣ尾	0	1		z		e		n
心魚去	心母			魚韻	去聲	齒	精	全清	三	魚	遇	内	ㄡ尾	1	1		s		io	̃	
透冬去	透母			冬韻	去聲	舌	端	次清	一	冬	通	内	ㄥ尾	1	1		th		ou	̃	ng
幫江上	幫母			江韻	上聲	唇	幫	全清	二	江	江	外	ㄥ尾	1	1		p		o	̇	ng
溪開三庚入	溪母	開		三庚韻	入聲	牙	見	次清	三	庚	梗	外	ㄥ尾	0	1		kh		a		ng
影合刪上	影母	合		刪韻	上聲	喉	影	全清	二	刪	山	外	ㄣ尾	1	1		v		a	̇	n
影合刪去	影母	合		刪韻	去聲	喉	影	全清	二	刪	山	外	ㄣ尾	1	1		v		a	̃	n
精虞去	精母			虞韻	去聲	齒	精	全清	三	虞	遇	内	ㄡ尾	1	1		c		uo	̃	
見開A眞上	見母	開	A紐	眞韻	上聲	牙	見	全清	三	真	臻	外	ㄣ尾	1	1		k	y	i	̇	n
澄鍾去	澄母			鍾韻	去聲	舌	知	全濁	三	冬	通	内	ㄥ尾	1	1		d		u	̃	ng
清合仙去	清母	合		仙韻	去聲	齒	精	次清	三	先	山	外	ㄣ尾	1	1		ch		e	̃	n
並三歌去	並母			三歌韻	去聲	唇	幫	全濁	三	歌	果	内		1	1		b		a	̃	
並陽入	並母			陽韻	入聲	唇	幫	全濁	三	陽	宕	内	ㄥ尾	0	1		b		a		ng
徹開眞平	徹母	開		眞韻	平聲	舌	知	次清	三	真	臻	外	ㄣ尾	1	0		th		i		n
莊三東入	莊母			三東韻	入聲	齒	莊	全清	三	東	通	内	ㄥ尾	0	1		c		uo		ng
知侵入	知母			侵韻	入聲	舌	知	全清	三	侵	深	内	ㄇ尾	0	1		t		i		m
明幽去	明母			幽韻	去聲	唇	幫	次濁	三	尤	流	内	ㄡ尾	1	1		m		iu	̃	
日宵去	日母			宵韻	去聲	齒	章	次濁	三	蕭	效	外	ㄡ尾	1	1		n		e	̃	
澄開仙去	澄母	開		仙韻	去聲	舌	知	全濁	三	先	山	外	ㄣ尾	1	1		d		e	̃	n
溪合A仙入	溪母	合	A紐	仙韻	入聲	牙	見	次清	三	先	山	外	ㄣ尾	0	1		kh	y	e		n
匣江上	匣母			江韻	上聲	喉	影	全濁	二	江	江	外	ㄥ尾	1	1		g		o	̇	ng
知之去	知母			之韻	去聲	舌	知	全清	三	支	止	内	ㄟ尾	1	1		t		y	̃	
並B支上	並母		B紐	支韻	上聲	唇	幫	全濁	三	支	止	内	ㄟ尾	1	1		b	l	e	̇	
溪開陽上	溪母	開		陽韻	上聲	牙	見	次清	三	陽	宕	内	ㄥ尾	1	1		kh		a	̇	ng
曉開山平	曉母	開		山韻	平聲	喉	影	全清	二	刪	山	外	ㄣ尾	1	0		h		e		n
來合支平	來母	合		支韻	平聲	舌		次濁	三	支	止	内	ㄟ尾	1	0		l		e		
滂魂上	滂母			魂韻	上聲	唇	幫	次清	一	元	臻	外	ㄣ尾	1	1		ph		o	̇	n
見開A支去	見母	開	A紐	支韻	去聲	牙	見	全清	三	支	止	内	ㄟ尾	1	1		k	y	e	̃	
羣A宵去	羣母		A紐	宵韻	去聲	牙	見	全濁	三	蕭	效	外	ㄡ尾	1	1		g	y	e	̃	
